sl_no,credit_policy,purpose,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid
3980,1,all_other,0.1284,47.07,8.494538501,17.68,722,2100,0,2.5,3,0,0,0
3981,1,educational,0.1316,135.09,10.30895266,4.28,752,8279.958333,2049,9.1,8,0,0,0
3982,1,debt_consolidation,0.1316,337.71,11.35040654,18.31,702,3240,16528,22.9,1,0,0,0
3983,1,credit_card,0.1253,602.4,11.53272809,16.42,707,7859.958333,11318,35.3,0,0,0,0
3984,1,all_other,0.1221,266.52,10.51604813,6.21,717,1589.958333,6883,65.6,0,0,0,0
3985,1,educational,0.1357,203.82,10.30895266,10.84,677,2670,3962,56.6,1,0,0,0
3986,1,debt_consolidation,0.1221,399.78,10.85892207,17.12,702,4169.958333,15524,29,0,0,0,0
3987,1,debt_consolidation,0.0963,288.85,10.68051622,8.77,737,3210,15228,60.4,1,0,0,0
3988,1,debt_consolidation,0.1316,371.48,10.91501573,7.62,682,2669.958333,10756,69.8,0,0,0,0
3989,1,debt_consolidation,0.1537,261.35,10.71441777,15.84,662,3210,5015,85,0,0,0,0
3990,1,major_purchase,0.1218,266.4,10.75790288,2.32,762,4474,7470,38.3,1,0,0,0
3991,1,credit_card,0.0932,153.35,11.27720313,17.26,742,5160,22101,26.8,0,0,0,0
3992,1,small_business,0.2011,623.4,11.00209984,21.34,662,3960,13337,59,0,1,1,1
3993,1,debt_consolidation,0.1379,391.87,10.6454249,10.89,687,3660,11637,91.6,1,0,0,0
3994,1,credit_card,0.1126,394.36,10.71441777,17.39,722,2699.958333,5079,14.8,2,0,0,0
3995,1,debt_consolidation,0.1095,327.14,10.81977828,22.46,727,4169.958333,10593,37.2,0,0,0,0
3996,1,major_purchase,0.1411,328.6,11.40756495,12.72,667,5309.958333,11265,39,0,2,0,0
3997,1,debt_consolidation,0.1126,230.05,10.98778115,18.2,712,7469.958333,42157,86.6,1,0,0,0
3998,1,debt_consolidation,0.0963,224.66,10.81977828,12.77,727,7320,13539,68.7,0,0,0,0
3999,1,home_improvement,0.0963,365.88,11.8277362,4.21,807,4259.958333,58518,0,1,0,0,0
4000,1,debt_consolidation,0.1095,327.14,10.81977828,8.9,727,3179.958333,6048,26.8,1,0,0,0
4001,1,debt_consolidation,0.1505,312.23,11.0390102,11.3,662,1770,12842,61.7,2,0,0,0
4002,1,debt_consolidation,0.1474,690.74,12.00150548,10.2,712,3960,106181,94.1,0,1,0,0
4003,1,small_business,0.1531,417.79,11.20582949,10.39,742,2785.958333,2577,6.3,1,0,0,0
4004,1,debt_consolidation,0.1095,314.06,11.94475983,8.75,732,3119.958333,33147,34.9,2,0,0,0
4005,1,debt_consolidation,0.16,351.58,11.35040654,8.6,672,5220,9132,36.5,2,0,0,0
4006,1,credit_card,0.1189,182.41,10.66895539,17.94,697,2819.958333,5668,76.6,3,1,0,0
4007,1,all_other,0.0963,353.04,10.83958091,19.48,737,2910,1100,7.7,1,0,0,0
4008,1,all_other,0.1126,427.23,11.3736634,18.36,732,2069.958333,5730,10.8,1,0,0,0
4009,1,debt_consolidation,0.1189,782.67,10.91501573,16.21,737,5009.958333,29276,71.5,0,0,0,0
4010,1,debt_consolidation,0.1189,265.32,10.59663473,15.69,717,2640,7131,93.8,0,0,0,0
4011,1,debt_consolidation,0.074,139.77,11.37198383,14.18,797,4939.958333,5254,11.6,0,0,0,0
4012,1,all_other,0.1189,497.46,11.18996158,11.85,752,2160,1281,2.3,4,0,0,0
4013,1,debt_consolidation,0.1114,173.86,11.51292546,8.47,742,4896,73258,89.9,1,0,0,0
4014,1,debt_consolidation,0.0963,481.42,10.87812266,10.87,782,6540,17040,39.4,2,0,0,0
4015,1,debt_consolidation,0.1411,444.98,11.09741002,17.51,682,5669.958333,22388,91.3,3,2,0,0
4016,1,debt_consolidation,0.1316,439.02,10.81977828,9.53,687,1860,13472,80.7,0,0,0,0
4017,1,debt_consolidation,0.1253,589.01,11.05564061,10.05,737,6029.958333,51054,58.8,1,0,0,0
4018,1,debt_consolidation,0.1316,351.21,11.35040654,6.73,682,4290,4611,30.7,0,1,0,0
4019,1,all_other,0.0932,47.93,10.81552927,18.2,722,3720,1498,6.7,1,0,0,0
4020,1,credit_card,0.1853,910.44,11.69524702,24.97,672,4290,96565,88.9,0,0,0,0
4021,1,debt_consolidation,0.1316,405.25,11.2185544,18.22,697,4560.958333,10157,63.9,1,0,0,1
4022,1,debt_consolidation,0.1183,308.15,11.40756495,4.12,722,3149.958333,1067,46.4,1,0,0,0
4023,1,debt_consolidation,0.1158,445.69,10.84450992,15.34,717,2819.958333,13582,51.1,2,0,0,0
4024,1,debt_consolidation,0.1189,663.28,11.1844214,14.12,727,3210,20979,68.6,0,0,0,0
4025,1,debt_consolidation,0.1632,529.71,11.60823564,10.37,662,3360,14517,91.3,2,0,1,0
4026,1,educational,0.1253,167.34,10.37349118,11.81,682,5130,1278,63.9,1,1,0,0
4027,1,debt_consolidation,0.1426,171.53,10.81985828,18.57,667,4619.958333,10883,27.2,2,0,0,0
4028,1,debt_consolidation,0.1095,323.87,10.57131693,14.65,727,2399.958333,10299,39.9,0,0,0,0
4029,1,debt_consolidation,0.1411,136.92,11.15619338,2.43,682,1110,4177,41.4,2,0,0,0
4030,1,debt_consolidation,0.1189,198.99,10.77895629,23.55,712,1890,4659,41.6,0,0,0,0
4031,1,small_business,0.1853,538.98,11.00209984,1.58,717,3390,8476,66.7,1,0,0,1
4032,1,all_other,0.1095,196.29,11.12732181,21.33,717,5639.958333,27411,42.4,2,0,0,0
4033,1,all_other,0.1537,174.24,11.08214255,4.23,677,3869.958333,5239,22.6,1,1,0,0
4034,1,debt_consolidation,0.1114,519.94,11.2697195,9.5,762,7721,13405,23.7,3,0,0,1
4035,1,major_purchase,0.1505,104.08,10.81977828,14.93,687,5639.958333,3149,98.4,0,0,0,0
4036,1,debt_consolidation,0.1221,333.15,10.54534144,7.14,702,3180.958333,5520,13.6,1,0,0,0
4037,1,debt_consolidation,0.1253,334.67,11.17071681,9.8,707,5130,11437,35.4,2,1,0,0
4038,1,small_business,0.1695,356.27,10.83958091,23.53,702,4410,19230,44.4,3,0,0,0
4039,1,debt_consolidation,0.16,703.15,11.23843599,23.57,697,4649.958333,22037,99.3,1,0,0,0
4040,1,educational,0.1221,399.78,11.55214618,8.75,707,6600,5199,12.5,1,1,0,0
4041,1,all_other,0.0737,108.66,10.70315458,13.89,787,5339.958333,5284,7,2,0,0,0
4042,1,debt_consolidation,0.0963,449.32,11.15016059,14.57,762,15119.95833,14992,34.6,0,0,0,0
4043,1,educational,0.1114,164.02,11.15625052,14.52,717,3669,4093,17.1,2,0,0,0
4044,1,debt_consolidation,0.1253,284.47,10.1266311,18.72,687,1979.958333,13604,52.5,0,0,0,0
4045,1,debt_consolidation,0.1158,561.23,11.12198437,11.82,727,6540,21676,62.1,0,0,0,0
4046,1,debt_consolidation,0.0932,460.04,11.32055357,4.29,772,5760,4554,9.4,2,0,0,0
4047,1,major_purchase,0.0768,109.17,10.96819829,15.89,752,15360,17771,37.2,0,0,0,0
4048,1,debt_consolidation,0.1158,429.18,11.15619338,18.22,712,4529.958333,24893,69.9,1,0,0,0
4049,1,all_other,0.1284,268.95,10.30895266,4.28,687,4949.958333,1602,76.3,0,0,0,0
4050,1,debt_consolidation,0.1126,709.85,11.40756495,7.91,752,4800,16249,72.5,1,0,0,1
4051,1,debt_consolidation,0.1347,67.85,10.14643373,14.64,667,6809.958333,11821,33.7,0,1,0,0
4052,1,all_other,0.1095,32.72,10.37967204,15.43,717,3899.958333,0,0,0,0,0,0
4053,1,credit_card,0.1411,189.98,10.81977828,21.58,667,3119.958333,13594,63.5,2,0,0,0
4054,1,credit_card,0.1183,424.12,10.7063856,10.65,717,3965,9294,19.3,2,0,0,0
4055,1,all_other,0.1148,327.22,10.71441777,12.67,732,2913,696,2.7,3,1,0,0
4056,1,credit_card,0.1284,363.08,10.77895629,22.45,687,8219.958333,15260,77.9,0,0,1,0
4057,1,all_other,0.1316,42.22,9.574983486,21.33,667,2039.958333,1638,71.2,1,1,0,1
4058,1,home_improvement,0.08,313.37,11.40756495,4.07,777,5160,2881,14.2,0,0,0,0
4059,1,credit_card,0.08,313.37,11.32659589,8.79,777,6120,1226,6.8,3,0,0,0
4060,1,debt_consolidation,0.0932,351.42,11.56171563,4.33,747,4619.958333,5297,20.2,1,0,0,0
4061,1,home_improvement,0.1183,463.88,10.96819829,8.23,742,2153,0,0,2,0,0,0
4062,1,credit_card,0.1221,133.26,10.57131693,24.98,692,1860,6714,57.9,1,0,0,1
4063,1,debt_consolidation,0.1322,243.37,10.59663473,22.77,692,1751,9325,63.9,1,0,0,0
4064,1,debt_consolidation,0.0963,385.14,11.15625052,8.86,757,4859.958333,14745,34.6,2,0,0,0
4065,1,small_business,0.1979,287.2,10.87804719,15.26,692,3509.958333,11835,98.6,1,0,0,1
4066,1,debt_consolidation,0.0963,144.43,11.05089001,13.33,732,2130,4004,17.8,3,0,0,0
4067,1,educational,0.1189,165.82,10.30895266,18.2,732,1800,1984,24.8,0,0,0,1
4068,1,debt_consolidation,0.1411,316.62,10.34174248,19.9,667,4949.958333,978,27.2,0,3,0,0
4069,1,debt_consolidation,0.1379,204.46,11.15625052,7.99,672,8159.958333,7635,88.8,1,0,1,0
4070,1,all_other,0.0737,99.35,10.50506754,18.15,797,7620,19617,24,0,0,0,0
4071,1,credit_card,0.08,219.36,11.08521475,10.25,757,3990,15223,25.8,1,0,0,0
4072,1,all_other,0.0963,320.95,10.68510338,1.35,737,7559.958333,1876,12.3,2,0,0,1
4073,1,credit_card,0.1284,504.27,11.46163217,9.75,697,7919.958333,33981,77.1,0,0,1,1
4074,1,major_purchase,0.0932,281.14,10.07744086,2.37,782,4229.958333,1483,5.3,2,0,0,0
4075,1,all_other,0.0963,256.76,10.77895629,9.2,762,2309.958333,5060,19.5,0,0,0,0
4076,1,all_other,0.1357,628.42,11.27720313,10.68,707,4466,6495,42.7,1,1,0,0
4077,1,home_improvement,0.1095,278.07,10.6454249,0.43,817,4979.958333,84,0.5,0,0,0,0
4078,1,all_other,0.08,47.01,11.05089001,16.9,732,2550,5848,44.6,1,0,0,0
4079,1,debt_consolidation,0.1189,165.82,10.81977828,2.5,772,3149.958333,5108,33.6,0,0,0,0
4080,1,debt_consolidation,0.0932,297.11,10.91501573,12.15,752,4470,2498,24.7,1,0,0,0
4081,1,debt_consolidation,0.1148,494.53,10.77895629,7.35,742,4199.958333,16055,50.5,0,0,0,0
4082,1,debt_consolidation,0.1284,430.31,11.00209984,11.62,697,2160,13957,46.1,0,0,0,0
4083,1,debt_consolidation,0.16,527.36,11.15625052,7.83,662,6329.958333,18503,86.5,0,0,0,0
4084,1,all_other,0.1158,825.34,11.51292546,21.05,762,6990,5380,12.4,2,0,0,0
4085,1,home_improvement,0.0768,37.43,10.37349118,14.93,757,9689.958333,13271,16.2,1,0,0,0
4086,1,debt_consolidation,0.1253,334.67,10.73639668,12.83,702,1709.958333,7882,29,0,0,0,0
4087,1,debt_consolidation,0.0932,223.63,10.59663473,15.03,742,3869.958333,21414,46,0,0,0,0
4088,1,debt_consolidation,0.1379,265.79,10.4341158,21.18,672,4229.958333,4601,32,2,0,0,1
4089,1,debt_consolidation,0.1316,713.4,12.08168787,11.47,707,3779.958333,113283,81.2,2,0,0,0
4090,1,credit_card,0.0963,385.14,11.00209984,19.4,762,12000,13659,22,0,0,0,0
4091,1,debt_consolidation,0.1221,259.03,11.05089001,14.86,697,3750,10013,38.7,3,0,0,0
4092,1,debt_consolidation,0.1316,675.41,11.22524339,6.75,702,5100,19894,78.6,0,0,1,0
4093,1,educational,0.1189,132.66,11.12732181,19.76,707,3990,24802,86.4,3,0,0,1
4094,1,major_purchase,0.1322,169.01,10.49127422,9.37,692,2769.958333,2481,50.6,1,2,0,0
4095,1,all_other,0.1411,855.73,11.66767025,15.53,712,2789.958333,26438,48.7,1,0,0,1
4096,1,all_other,0.0859,221.28,11.35040654,3.92,762,1896,17390,86.1,1,0,0,0
4097,1,major_purchase,0.1189,530.63,11.26446411,5.23,742,3600,16578,44.8,0,0,0,0
4098,1,home_improvement,0.1537,209.08,11.1844214,3.3,707,4979.958333,16860,99.2,3,0,0,0
4099,1,debt_consolidation,0.1148,464.04,10.23981692,16.33,727,3619,18496,42.6,1,0,0,1
4100,1,debt_consolidation,0.1663,248.29,10.34161344,8.32,667,2760.958333,6082,96.5,1,2,0,0
4101,1,debt_consolidation,0.1568,875.04,11.58988651,15.73,682,3570,36015,88.5,1,0,0,1
4102,1,credit_card,0.1284,365.6,10.63344871,13.76,697,3809.958333,8422,81.8,0,0,0,1
4103,1,debt_consolidation,0.1316,270.17,10.81977828,9.96,682,5279.958333,3958,39.6,3,0,0,0
4104,1,home_improvement,0.0932,255.58,10.66895539,16.02,752,3779.958333,5410,34.9,3,0,0,0
4105,1,all_other,0.1253,251,10.77895629,20.51,692,4710,12189,69.3,0,0,0,0
4106,1,all_other,0.074,124.24,9.852194258,4.93,787,4195.958333,2331,7.7,2,0,0,0
4107,1,credit_card,0.0932,223.63,10.79957558,19.64,737,4110,21140,79.8,3,0,0,0
4108,1,all_other,0.1126,98.59,11.08521475,17.21,702,5760,16389,58.1,0,0,0,0
4109,1,debt_consolidation,0.0894,285.95,11.69524702,12.44,742,6375.958333,43488,68.3,3,0,0,0
4110,1,all_other,0.1284,221.88,11.15625052,5.26,742,2850,993,24.8,0,0,0,0
4111,1,educational,0.1392,170.69,9.61580548,4,692,1470,0,0,2,1,0,0
4112,1,all_other,0.1221,79.96,10.49127422,7,692,5790,6655,74.8,1,0,0,0
4113,1,small_business,0.16,70.32,11.27720313,12.58,682,3293,4047,30.7,2,0,0,0
4114,1,debt_consolidation,0.08,231.89,10.51867319,13.43,752,5790,6938,24.1,2,0,0,0
4115,1,debt_consolidation,0.1531,163.64,9.862665558,8.56,677,1920,1089,90.7,0,1,0,0
4116,1,debt_consolidation,0.1284,268.95,10.75790288,14.76,692,2009.958333,11798,88.7,1,0,0,1
4117,1,all_other,0.1347,50.89,9.798127037,21.47,707,1289.958333,865,86.5,0,0,0,0
4118,1,all_other,0.1496,297.95,10.50506754,18.58,682,1110,8559,41,1,0,0,0
4119,1,debt_consolidation,0.08,109.68,10.30895266,2.24,747,1709.958333,2298,18.5,3,0,0,0
4120,1,debt_consolidation,0.1183,231.94,10.34884622,5.69,712,2460.958333,6955,63.8,1,0,0,0
4121,1,credit_card,0.1253,669.33,11.58988651,15.77,717,12120,33900,56.4,1,0,0,0
4122,1,credit_card,0.0894,317.72,11.00791623,4.24,742,2160,14188,27.3,2,0,0,0
4123,1,all_other,0.1426,247.01,11.22524339,18.13,667,1835,39236,63.4,1,0,0,0
4124,1,educational,0.1148,82.43,10.46310334,18.62,702,5190,8677,57.8,2,0,0,0
4125,1,debt_consolidation,0.1322,162.25,10.6454249,15.6,677,2013.958333,9090,58.3,0,0,0,0
4126,1,credit_card,0.1287,151.35,10.46310334,19.78,682,2490,4726,73.8,1,0,0,0
4127,1,all_other,0.1287,605.4,10.67442876,13.27,707,5430,3423,15.2,0,0,0,0
4128,1,credit_card,0.0894,201.75,10.49127422,21.6,732,3303,4508,18.6,0,0,0,0
4129,1,debt_consolidation,0.0894,312.95,10.37349118,16.95,737,2313.958333,3760,20.5,0,0,0,0
4130,1,credit_card,0.1739,645.26,12.40901349,15.67,672,6094.958333,145711,96.2,0,1,0,0
4131,1,debt_consolidation,0.1218,163.17,11.15625052,17.5,697,3360,5040,67.2,0,0,0,0
4132,1,all_other,0.1183,41.42,10.29214554,21.4,697,4110,11339,78.7,0,0,0,0
4133,1,debt_consolidation,0.0894,182.69,10.7342204,20.94,727,3210,4902,47.1,0,0,0,0
4134,1,credit_card,0.1392,652.87,11.40978471,10.28,697,5190,11573,61.9,1,0,0,0
4135,1,credit_card,0.1322,101.41,10.82778673,11.45,692,5553,21085,36.8,0,0,0,0
4136,1,all_other,0.1253,83.67,10.54691914,10.97,682,4410,7527,56.6,0,0,0,0
4137,1,all_other,0.1426,34.31,8.853665428,13.54,677,8099,2252,86.6,1,0,0,0
4138,1,credit_card,0.1114,360.84,10.76130135,19.52,727,3570,15085,70.5,2,0,0,0
4139,1,debt_consolidation,0.1392,256.03,10.81977828,13.9,677,5460,3676,70.5,0,0,0,1
4140,1,debt_consolidation,0.1114,393.65,10.37349118,18,737,6483.958333,18340,67.9,1,0,0,0
4141,1,debt_consolidation,0.0894,381.26,10.59653473,13.68,767,5850,11012,30.5,0,0,0,0
4142,1,debt_consolidation,0.1392,273.1,11.28978191,13.38,677,3994,9356,50,2,0,1,0
4143,1,debt_consolidation,0.1565,160.07,10.12647109,23.62,712,2880,9912,99.1,0,0,0,0
4144,1,all_other,0.1357,195.32,10.6454249,13.19,677,3660,10417,91.4,0,1,0,0
4145,1,all_other,0.1183,579.85,11.27654469,0.3,752,4351,209,1.2,4,0,0,0
4146,1,all_other,0.1322,219.71,11.04292184,9.23,682,4259.958333,4856,44.6,0,0,0,0
4147,1,debt_consolidation,0.1148,659.37,11.56171563,7.23,767,5400,3700,51.4,2,0,0,0
4148,1,credit_card,0.1218,666,12.15477935,24.04,722,9692.958333,121159,74.3,0,0,0,0
4149,1,credit_card,0.1114,157.46,10.46310334,23.66,722,3570,14480,56.7,0,0,0,0
4150,1,credit_card,0.0774,202.93,10.81977828,16.54,747,3899.958333,7689,43,0,0,0,0
4151,1,credit_card,0.1322,365.05,10.95080655,19.03,692,3660,31861,76,1,0,0,0
4152,1,debt_consolidation,0.1287,269.07,10.16585182,5.72,707,3240,3045,47.6,0,0,0,0
4153,1,all_other,0.0894,362.2,10.66895539,24.78,752,3036.041667,6057,11.6,1,0,0,0
4154,1,home_improvement,0.1287,232.07,10.57131693,4.65,692,4080,903,19.6,1,0,0,0
4155,1,debt_consolidation,0.1253,73.63,10.22194128,23.26,682,6857.958333,15225,55,0,1,0,0
4156,1,credit_card,0.0894,317.72,10.91501573,12.76,742,3240,10041,47.8,2,0,0,0
4157,1,all_other,0.0859,189.67,10.96812932,8.61,732,5850,19397,38.3,1,0,0,0
4158,1,debt_consolidation,0.1426,514.59,10.858999,19.68,687,3313,22918,90.9,1,0,0,0
4159,1,debt_consolidation,0.1148,494.53,11.35035948,10.02,742,4770,14125,40.2,1,0,0,0
4160,1,all_other,0.0859,221.28,11.40756495,4.88,737,8939.958333,13253,20.2,1,0,0,0
4161,1,credit_card,0.1322,676.02,12.01370075,16.83,712,7199.958333,144165,64.9,0,0,0,0
4162,1,credit_card,0.0894,114.38,11.22524339,18.3,712,4715,48538,53,1,0,0,0
4163,1,small_business,0.167,177.51,10.61888534,20.39,702,4139.958333,5082,31.6,0,0,0,0
4164,1,debt_consolidation,0.0859,252.89,10.59663473,17.7,757,6180,26120,32.7,1,0,0,0
4165,1,all_other,0.1253,80.32,10.46310334,21.79,707,2910,16022,97.7,0,0,0,0
4166,1,debt_consolidation,0.1392,102.42,10.76231865,3.05,677,2490,4339,51.5,3,0,0,0
4167,1,home_improvement,0.1183,530.15,11.08214255,4.91,742,3991,9562,70.4,2,0,0,0
4168,1,debt_consolidation,0.1148,362.66,10.21464198,12.84,712,7859.958333,11534,66.7,1,0,0,0
4169,1,debt_consolidation,0.1253,112.95,9.798127037,24.2,687,2880,15813,79.1,0,0,0,0
4170,1,debt_consolidation,0.0774,312.19,11.81303006,7.7,787,5639.958333,4200,5.8,1,0,0,0
4171,1,debt_consolidation,0.1496,277.16,11.06663836,8.91,697,1830,6908,94.6,0,0,0,0
4172,1,debt_consolidation,0.1114,423.17,11.00209984,6.24,742,3990,12419,34.8,0,0,0,0
4173,1,debt_consolidation,0.1148,494.53,11.08214255,12.02,742,3240,15757,64.6,0,0,0,0
4174,1,debt_consolidation,0.0774,156.1,9.61580548,15.6,757,6870,11602,37.9,2,0,0,0
4175,1,debt_consolidation,0.1183,662.68,11.56171563,3.69,757,1679.958333,1470,14.7,0,0,0,0
4176,1,major_purchase,0.0859,284.5,11.22524339,4.83,792,3089.958333,2563,9.1,0,0,0,0
4177,1,home_improvement,0.1218,399.6,11.51292546,17.09,712,7559.958333,17176,46.4,2,0,0,0
4178,1,credit_card,0.1461,689.51,11.35223181,15.15,697,5550,32954,90,0,0,0,0
4179,1,debt_consolidation,0.1287,437.24,11.26446411,6.26,702,5249.958333,1783,59.4,2,0,0,0
4180,1,debt_consolidation,0.0774,287.22,11.02640213,1.78,792,7050,4600,18.4,0,0,0,0
4181,1,credit_card,0.1148,626.41,12.07254125,12.73,747,8219.958333,29658,42.2,1,0,0,0
4182,1,all_other,0.0859,158.06,10.40438405,2.29,737,3570,2870,11.4,0,0,0,0
4183,1,small_business,0.1531,626.68,11.46163217,17.38,727,4710,35712,51.9,3,0,0,0
4184,1,home_improvement,0.0774,312.19,11.15625052,15.1,797,9029.958333,9109,73.2,1,0,0,0
4185,1,all_other,0.1287,94.18,10.72161404,3.52,682,4289.958333,2391,30.7,1,0,0,1
4186,1,educational,0.1322,162.25,10.81977828,11.98,677,1949.958333,2523,40,0,0,0,0
4187,1,home_improvement,0.0774,234.14,10.34817337,3.08,797,6089.958333,1147,8.8,1,0,0,0
4188,1,debt_consolidation,0.0774,218.54,10.858999,2.58,767,3419.958333,4139,15.6,0,0,0,0
4189,1,all_other,0.1287,201.8,11.08220409,13.09,682,3960,10134,38.5,1,0,0,0
4190,1,major_purchase,0.0859,316.11,11.19821472,6.87,767,3509.958333,11140,13,0,0,0,0
4191,1,debt_consolidation,0.1218,666,11.1123882,20.11,727,2940,26359,67.6,1,0,0,0
4192,1,debt_consolidation,0.16,492.21,11.22524339,16.32,662,3929.958333,12944,65,3,0,0,0
4193,1,all_other,0.0859,151.73,10.96812932,8.07,737,2880,3333,20.1,1,0,0,0
4194,1,major_purchase,0.0859,158.06,10.59663473,6.87,737,3149.958333,8914,74.9,1,0,0,0
4195,1,major_purchase,0.1253,160.64,11.05405958,11.94,687,3390,1725,33.8,1,2,0,0
4196,1,credit_card,0.1316,261.72,10.16585182,17.54,677,2721.958333,4034,67.2,0,0,0,0
4197,1,credit_card,0.1392,682.74,11.33857208,20.03,707,9359.958333,27584,54.8,1,0,0,0
4198,1,all_other,0.1357,33.97,9.392661929,14,682,1380,4352,62.2,1,0,0,1
4199,1,small_business,0.16,703.15,11.00209984,15.9,747,5700.958333,15018,42.9,2,0,0,0
4200,1,all_other,0.0774,140.49,10.69203582,15.3,752,3119.958333,7204,31.3,0,0,0,0
4201,1,debt_consolidation,0.1531,522.23,11.00209984,21.36,677,2161,10872,86.3,0,0,0,0
4202,1,debt_consolidation,0.1531,696.31,11.26446411,20.52,722,3300,21881,21.8,2,0,0,0
4203,1,debt_consolidation,0.1357,407.63,11.26446411,23.72,682,4649.958333,28843,84.8,1,0,0,0
4204,1,debt_consolidation,0.1218,166.5,11.1844214,24.73,692,5160,22457,81.7,0,0,0,0
4205,1,all_other,0.0774,93.66,11.06975849,1.27,762,1890,4347,7.4,0,0,0,0
4206,1,small_business,0.1704,713.49,11.51292546,12.65,702,4110,6939,31.4,3,0,0,0
4207,1,debt_consolidation,0.1253,133.87,10.46321762,2.3,692,3539.958333,1390,27.8,1,0,0,0
4208,1,major_purchase,0.1148,115.39,10.46310334,7.58,707,8370,4336,12.5,1,0,0,0
4209,1,all_other,0.1183,662.68,11.22524339,5.66,737,6075.958333,25818,53.5,0,0,0,0
4210,1,educational,0.1114,65.61,10.6454249,13.49,712,5369.958333,11817,15.7,0,0,0,0
4211,1,credit_card,0.1322,87.89,10.20359214,9.51,692,1619.958333,47,0.5,3,1,0,0
4212,1,debt_consolidation,0.1183,99.41,10.6454249,24.75,697,3119.958333,11900,62.6,0,0,0,0
4213,1,all_other,0.1739,143.39,10.8704714,13.19,662,3030,24666,99.1,0,0,0,0
4214,1,debt_consolidation,0.1357,366.86,10.91508846,19.85,702,3030,12207,70.6,1,0,0,0
4215,1,all_other,0.1183,132.54,10.71441777,23.95,762,4199.958333,0,0,0,0,0,0
4216,1,debt_consolidation,0.1392,177.52,10.46310334,8.09,677,3720,6194,53.4,0,0,0,0
4217,1,educational,0.0859,316.11,10.59653473,4.71,772,2130,229,2.6,0,0,0,0
4218,1,major_purchase,0.1148,395.63,10.9560559,16.27,732,3960,21528,64.3,1,0,0,0
4219,1,debt_consolidation,0.1357,407.63,10.858999,15.48,682,3929.958333,8718,45.6,0,0,0,0
4220,1,debt_consolidation,0.1114,262.43,11.03488966,9.54,732,2520,2970,6,0,0,0,0
4221,1,credit_card,0.1253,33.47,10.19054443,21.12,682,5969.958333,17080,44.1,0,2,0,0
4222,1,all_other,0.1148,247.27,10.94022444,9.68,737,3779.958333,7341,68.6,0,0,0,0
4223,1,credit_card,0.1183,298.21,11.15625052,10.83,712,2459.958333,9237,41.4,1,0,0,0
4224,1,all_other,0.1565,227.41,10.65725935,13.16,662,4320,1542,90.7,1,0,0,1
4225,1,credit_card,0.1496,242.52,11.1844214,12.59,662,2130,8018,29.8,1,0,0,0
4226,1,home_improvement,0.1114,492.06,11.09741002,13.98,752,7260,17312,68.4,2,0,0,0
4227,1,small_business,0.1496,692.9,11.5228758,14.48,767,5400,21076,48.1,1,0,0,0
4228,1,debt_consolidation,0.1392,682.74,10.71441777,7.95,697,8130,18367,79.9,1,0,0,0
4229,1,debt_consolidation,0.1218,399.6,11.40756495,16.27,707,2820.958333,34730,52.6,0,0,0,0
4230,1,all_other,0.1114,164.02,11.00209984,13.72,717,9450,6577,15.8,2,0,0,0
4231,1,small_business,0.1392,358.44,11.16336799,22.21,757,3690,9551,29.2,0,0,0,1
4232,1,debt_consolidation,0.1426,480.29,11.60823564,20.04,682,4080,48306,86.8,0,0,0,1
4233,1,credit_card,0.1114,328.04,11.49679608,12.45,732,4890.041667,33186,57.8,3,0,0,0
4234,1,debt_consolidation,0.1253,167.34,9.862665558,12.06,687,2190,2365,60.6,0,0,0,0
4235,1,debt_consolidation,0.0894,397.15,10.6454249,14.86,762,3990,10687,30.9,0,0,0,0
4236,1,debt_consolidation,0.0894,317.72,11.71177632,14.5,737,5850,31607,81,3,0,0,0
4237,1,small_business,0.1531,530.94,11.98292909,19.72,727,5940,6563,17.9,1,0,0,0
4238,1,credit_card,0.0894,444.81,10.858999,10.89,762,4807,8447,50.9,0,0,0,0
4239,1,credit_card,0.0859,410.94,10.9331784,17.96,777,5669.958333,13368,34.7,2,0,0,0
4240,1,all_other,0.0859,395.13,11.82038075,5.87,772,4080,5068,16.6,3,0,0,0
4241,1,all_other,0.1253,348.05,10.6214249,11.5,712,2130,2045,14.4,3,0,0,0
4242,1,all_other,0.1183,424.12,11.56171563,9.71,717,8446,31280,51.2,1,0,0,0
4243,1,credit_card,0.0774,237.27,10.69666105,5.67,772,5609.958333,6616,24.4,1,0,0,0
4244,1,debt_consolidation,0.1322,676.02,11.40756495,18.03,812,3929.958333,32422,95.6,1,0,0,0
4245,1,all_other,0.0859,173.86,10.65282601,12.11,782,2280,39,0.3,0,0,0,0
4246,1,major_purchase,0.0859,316.11,11.71180911,2.85,792,5639.958333,16,0,3,0,0,0
4247,1,debt_consolidation,0.1287,622.22,11.88448902,1.62,712,4080,25063,53.3,0,0,0,0
4248,1,major_purchase,0.0774,156.1,10.58405595,10.27,797,5490,2629,8.8,2,0,0,0
4249,1,all_other,0.0859,63.23,12.14421852,8.55,722,4979.958333,26702,75,0,0,0,0
4250,1,home_improvement,0.1287,336.34,11.51292546,15.67,692,4380,32268,73,3,0,0,0
4251,1,debt_consolidation,0.1253,411.64,10.34817337,22.12,702,2280,14537,77.3,0,0,0,0
